municipality_code,municipality_name,geography_level,age_code,age_band,income_code,income_band,population_15plus,population_municipality_age,estimated_count,p_age_income_given_municipality,p_income_given_municipality_age,p_age_given_municipality,p_age_income_given_municipality_without_tax_proxy
01100,札幌市,municipality,02,20～24歳,I04,150～200万円未満,1758009,100972,8784.458,0.004996822,0.08699895,0.057435428,0.0049858723
01100,札幌市,municipality,02,20～24歳,I05,200～250万円未満,1758009,100972,15026.827,0.0085476396,0.14882173,0.057435428,0.008472728
01100,札幌市,municipality,02,20～24歳,I06,250～300万円未満,1758009,100972,10738.838,0.0061085228,0.10635461,0.057435428,0.0060237965
01100,札幌市,municipality,02,20～24歳,I07,300～400万円未満,1758009,100972,9901.3443,0.0056321352,0.098060297,0.057435428,0.0055197336
01100,札幌市,municipality,02,20～24歳,I08,400～500万円未満,1758009,100972,2400.5419,0.001365489,0.023774333,0.057435428,0.0013294763
01100,札幌市,municipality,02,20～24歳,I09,500～600万円未満,1758009,100972,123.16497,7.0059352e-05,0.0012197933,0.057435428,6.7855044e-05
01100,札幌市,municipality,02,20～24歳,I10,600～700万円未満,1758009,100972,164.60483,9.363139e-05,0.0016302027,0.057435428,9.0273535e-05
01100,札幌市,municipality,02,20～24歳,I11,700～800万円未満,1758009,100972,199.58903,0.00011353129,0.001976677,0.057435428,0.00010911313
01100,札幌市,municipality,02,20～24歳,I12,800～900万円未満,1758009,100972,0,0,0,0.057435428,0
01100,札幌市,municipality,02,20～24歳,I13,900～1000万円未満,1758009,100972,0,0,0,0.057435428,0
01100,札幌市,municipality,02,20～24歳,I14,1000～1250万円未満,1758009,100972,149.17805,8.4856247e-05,0.0014774199,0.057435428,8.0759735e-05
01100,札幌市,municipality,02,20～24歳,I15,1250～1500万円未満,1758009,100972,0,0,0,0.057435428,0
01100,札幌市,municipality,02,20～24歳,I16,1500万円以上,1758009,100972,0,0,0,0.057435428,0
01100,札幌市,municipality,03,25～29歳,I01,50万円未満（就業収入なしを含む）,1758009,102396,19091.306,0.010859618,0.18644582,0.058245436,0.010953835
01100,札幌市,municipality,03,25～29歳,I02,50～100万円未満,1758009,102396,5429.5236,0.0030884504,0.053024762,0.058245436,0.0031767407
01100,札幌市,municipality,03,25～29歳,I03,100～150万円未満,1758009,102396,6607.8254,0.0037586983,0.064532066,0.058245436,0.0038170298
01100,札幌市,municipality,03,25～29歳,I04,150～200万円未満,1758009,102396,7945.1939,0.0045194273,0.077592815,0.058245436,0.0045478152
01100,札幌市,municipality,03,25～29歳,I05,200～250万円未満,1758009,102396,12612.596,0.0071743637,0.12317469,0.058245436,0.0071822738
01100,札幌市,municipality,03,25～29歳,I06,250～300万円未満,1758009,102396,11947.683,0.0067961444,0.11668115,0.058245436,0.0067774672
01100,札幌市,municipality,03,25～29歳,I07,300～400万円未満,1758009,102396,23243.817,0.013221671,0.22699927,0.058245436,0.013105431
01100,札幌市,municipality,03,25～29歳,I08,400～500万円未満,1758009,102396,11214.382,0.006379024,0.10951972,0.058245436,0.0062865969
01100,札幌市,municipality,03,25～29歳,I09,500～600万円未満,1758009,102396,3175.2398,0.0018061568,0.031009413,0.058245436,0.0017730649
01100,札幌市,municipality,03,25～29歳,I10,600～700万円未満,1758009,102396,658.31548,0.0003744665,0.0064291133,0.058245436,0.00036643507
01100,札幌市,municipality,03,25～29歳,I11,700～800万円未満,1758009,102396,249.97704,0.00014219327,0.0024412774,0.058245436,0.00013792619
01100,札幌市,municipality,03,25～29歳,I12,800～900万円未満,1758009,102396,0,0,0,0.058245436,0
01100,札幌市,municipality,03,25～29歳,I13,900～1000万円未満,1758009,102396,0,0,0,0.058245436,0
01100,札幌市,municipality,03,25～29歳,I14,1000～1250万円未満,1758009,102396,220.14107,0.00012522181,0.0021498991,0.058245436,0.00012081914
01100,札幌市,municipality,03,25～29歳,I15,1250～1500万円未満,1758009,102396,0,0,0,0.058245436,0
01100,札幌市,municipality,03,25～29歳,I16,1500万円以上,1758009,102396,0,0,0,0.058245436,0
01100,札幌市,municipality,04,30～34歳,I01,50万円未満（就業収入なしを含む）,1758009,109803,23421.208,0.013322575,0.21330207,0.062458725,0.013437708
01100,札幌市,municipality,04,30～34歳,I02,50～100万円未満,1758009,109803,5465.5483,0.0031089422,0.049775947,0.062458725,0.0031998697
01100,札幌市,municipality,04,30～34歳,I03,100～150万円未満,1758009,109803,6857.9735,0.0039009888,0.062457068,0.062458725,0.0039573486
01100,札幌市,municipality,04,30～34歳,I04,150～200万円未満,1758009,109803,7523.4548,0.0042795314,0.068517753,0.062458725,0.0043121087
01100,札幌市,municipality,04,30～34歳,I05,200～250万円未満,1758009,109803,11069.499,0.0062966112,0.10081236,0.062458725,0.0063087155
01100,札幌市,municipality,04,30～34歳,I06,250～300万円未満,1758009,109803,8127.1598,0.0046229341,0.074015827,0.062458725,0.0046159438
01100,札幌市,municipality,04,30～34歳,I07,300～400万円未満,1758009,109803,18165.012,0.010332719,0.16543275,0.062458725,0.010254795
01100,札幌市,municipality,04,30～34歳,I08,400～500万円未満,1758009,109803,17474.754,0.0099400819,0.15914641,0.062458725,0.0098323999
01100,札幌市,municipality,04,30～34歳,I09,500～600万円未満,1758009,109803,7442.5254,0.0042334967,0.06778071,0.062458725,0.004172809
01100,札幌市,municipality,04,30～34歳,I10,600～700万円未満,1758009,109803,1517.7549,0.0008633374,0.013822527,0.062458725,0.00084900374
01100,札幌市,municipality,04,30～34歳,I11,700～800万円未満,1758009,109803,1455.1642,0.00082773419,0.013252499,0.062458725,0.00081075437
01100,札幌市,municipality,04,30～34歳,I12,800～900万円未満,1758009,109803,143.24794,8.1483051e-05,0.0013045904,0.062458725,7.931453e-05
01100,札幌市,municipality,04,30～34歳,I13,900～1000万円未満,1758009,109803,702.42998,0.00039955994,0.0063971838,0.062458725,0.00038897415
01100,札幌市,municipality,04,30～34歳,I14,1000～1250万円未満,1758009,109803,189.72186,0.00010791859,0.0017278386,0.062458725,0.00010465186
01100,札幌市,municipality,04,30～34歳,I15,1250～1500万円未満,1758009,109803,247.54674,0.00014081085,0.0022544625,0.062458725,0.0001343277
01100,札幌市,municipality,04,30～34歳,I16,1500万円以上,1758009,109803,0,0,0,0.062458725,0
01100,札幌市,municipality,05,35～39歳,I01,50万円未満（就業収入なしを含む）,1758009,122361,27231.3,0.015489852,0.22254885,0.069602033,0.015648789
01100,札幌市,municipality,05,35～39歳,I02,50～100万円未満,1758009,122361,7568.8764,0.0043053684,0.061856935,0.069602033,0.0044220221
01100,札幌市,municipality,05,35～39歳,I03,100～150万円未満,1758009,122361,10048.89,0.005716063,0.082124943,0.069602033,0.0057985467
01100,札幌市,municipality,05,35～39歳,I04,150～200万円未満,1758009,122361,6723.5718,0.0038245378,0.05494865,0.069602033,0.0038593978
01100,札幌市,municipality,05,35～39歳,I05,200～250万円未満,1758009,122361,10049.978,0.0057166815,0.08213383,0.069602033,0.0057153735
01100,札幌市,municipality,05,35～39歳,I06,250～300万円未満,1758009,122361,8064.1477,0.0045870912,0.065904558,0.069602033,0.0045746483
01100,札幌市,municipality,05,35～39歳,I07,300～400万円未満,1758009,122361,15430.963,0.0087775222,0.12611014,0.069602033,0.0087253688
01100,札幌市,municipality,05,35～39歳,I08,400～500万円未満,1758009,122361,14348.205,0.0081616218,0.11726126,0.069602033,0.0080789218
01100,札幌市,municipality,05,35～39歳,I09,500～600万円未満,1758009,122361,10665.908,0.0060670385,0.087167547,0.069602033,0.005981055
01100,札幌市,municipality,05,35～39歳,I10,600～700万円未満,1758009,122361,5674.492,0.0032277946,0.046375005,0.069602033,0.0031663501
01100,札幌市,municipality,05,35～39歳,I11,700～800万円未満,1758009,122361,1725.8278,0.00098169449,0.014104394,0.069602033,0.00096318512
01100,札幌市,municipality,05,35～39歳,I12,800～900万円未満,1758009,122361,2383.061,0.0013555454,0.019475658,0.069602033,0.0013235913
01100,札幌市,municipality,05,35～39歳,I13,900～1000万円未満,1758009,122361,563.45493,0.00032050742,0.0046048572,0.069602033,0.00031246481
01100,札幌市,municipality,05,35～39歳,I14,1000～1250万円未満,1758009,122361,621.30618,0.00035341468,0.0050776488,0.069602033,0.00034113956
01100,札幌市,municipality,05,35～39歳,I15,1250～1500万円未満,1758009,122361,555.22251,0.00031582461,0.0045375774,0.069602033,0.00030521173
01100,札幌市,municipality,05,35～39歳,I16,1500万円以上,1758009,122361,705.79655,0.00040147493,0.0057681495,0.069602033,0.00038596708
01100,札幌市,municipality,06,40～44歳,I01,50万円未満（就業収入なしを含む）,1758009,138995,27644.894,0.015725115,0.19889129,0.079063873,0.015854421
01100,札幌市,municipality,06,40～44歳,I02,50～100万円未満,1758009,138995,10397.286,0.0059142394,0.074803311,0.079063873,0.0060833749
01100,札幌市,municipality,06,40～44歳,I03,100～150万円未満,1758009,138995,12098.448,0.0068819031,0.087042323,0.079063873,0.0069855129
01100,札幌市,municipality,06,40～44歳,I04,150～200万円未満,1758009,138995,6196.1023,0.0035244997,0.044577879,0.079063873,0.0035489198
01100,札幌市,municipality,06,40～44歳,I05,200～250万円未満,1758009,138995,9302.0141,0.005291221,0.066923372,0.079063873,0.0053055768
01100,札幌市,municipality,06,40～44歳,I06,250～300万円未満,1758009,138995,8911.4609,0.0050690645,0.064113536,0.079063873,0.005064551
01100,札幌市,municipality,06,40～44歳,I07,300～400万円未満,1758009,138995,15321.04,0.008714995,0.11022727,0.079063873,0.0086708636
01100,札幌市,municipality,06,40～44歳,I08,400～500万円未満,1758009,138995,14038.63,0.0079855282,0.10100097,0.079063873,0.0079216903
01100,札幌市,municipality,06,40～44歳,I09,500～600万円未満,1758009,138995,13336.594,0.0075861921,0.095950171,0.079063873,0.0075043193
01100,札幌市,municipality,06,40～44歳,I10,600～700万円未満,1758009,138995,7786.1438,0.0044289556,0.056017438,0.079063873,0.0043672042
01100,札幌市,municipality,06,40～44歳,I11,700～800万円未満,1758009,138995,6502.9274,0.0036990297,0.046785334,0.079063873,0.0036299859
01100,札幌市,municipality,06,40～44歳,I12,800～900万円未満,1758009,138995,2107.3787,0.0011987303,0.015161543,0.079063873,0.0011747173
01100,札幌市,municipality,06,40～44歳,I13,900～1000万円未満,1758009,138995,853.20701,0.00048532573,0.0061384007,0.079063873,0.00047504132
01100,札幌市,municipality,06,40～44歳,I14,1000～1250万円未満,1758009,138995,2305.1166,0.0013112086,0.016584169,0.079063873,0.0012748471
01100,札幌市,municipality,06,40～44歳,I15,1250～1500万円未満,1758009,138995,1058.3077,0.00060199217,0.007613998,0.079063873,0.00058066615
01100,札幌市,municipality,06,40～44歳,I16,1500万円以上,1758009,138995,1135.4494,0.00064587235,0.0081689946,0.079063873,0.00062218078
01100,札幌市,municipality,07,45～49歳,I01,50万円未満（就業収入なしを含む）,1758009,158262,30639.803,0.017428695,0.19360177,0.09002343,0.017582147
01100,札幌市,municipality,07,45～49歳,I02,50～100万円未満,1758009,158262,11931.429,0.0067868989,0.075390361,0.09002343,0.0069807632
01100,札幌市,municipality,07,45～49歳,I03,100～150万円未満,1758009,158262,11741.452,0.0066788349,0.074189962,0.09002343,0.0067813582
01100,札幌市,municipality,07,45～49歳,I04,150～200万円未満,1758009,158262,7909.7742,0.0044992797,0.049978985,0.09002343,0.0045322464
01100,札幌市,municipality,07,45～49歳,I05,200～250万円未満,1758009,158262,12099.143,0.0068822989,0.076450085,0.09002343,0.0069133348
01100,札幌市,municipality,07,45～49歳,I06,250～300万円未満,1758009,158262,7158.6841,0.0040720406,0.04523312,0.09002343,0.0040634912
01100,札幌市,municipality,07,45～49歳,I07,300～400万円未満,1758009,158262,18575.624,0.010566285,0.11737261,0.09002343,0.010548387
01100,札幌市,municipality,07,45～49歳,I08,400～500万円未満,1758009,158262,15843.477,0.0090121704,0.10010916,0.09002343,0.0089355493
01100,札幌市,municipality,07,45～49歳,I09,500～600万円未満,1758009,158262,13368.885,0.0076045598,0.084473118,0.09002343,0.0075106218
01100,札幌市,municipality,07,45～49歳,I10,600～700万円未満,1758009,158262,12076.912,0.006869653,0.076309612,0.09002343,0.0067602625
01100,札幌市,municipality,07,45～49歳,I11,700～800万円未満,1758009,158262,7635.2232,0.0043431081,0.048244197,0.09002343,0.0042614163
01100,札幌市,municipality,07,45～49歳,I12,800～900万円未満,1758009,158262,4035.8731,0.0022957067,0.025501214,0.09002343,0.0022540927
01100,札幌市,municipality,07,45～49歳,I13,900～1000万円未満,1758009,158262,1587.3261,0.00090291123,0.010029736,0.09002343,0.00088419701
01100,札幌市,municipality,07,45～49歳,I14,1000～1250万円未満,1758009,158262,2060.9415,0.0011723157,0.01302234,0.09002343,0.0011376148
01100,札幌市,municipality,07,45～49歳,I15,1250～1500万円未満,1758009,158262,806.76384,0.00045890768,0.0050976472,0.09002343,0.00044463048
01100,札幌市,municipality,07,45～49歳,I16,1500万円以上,1758009,158262,790.6897,0.00044976431,0.0049960805,0.09002343,0.00043331701
01100,札幌市,municipality,08,50～54歳,I01,50万円未満（就業収入なしを含む）,1758009,138623,28733.978,0.016344614,0.20728146,0.07885227,0.016461211
01100,札幌市,municipality,08,50～54歳,I02,50～100万円未満,1758009,138623,11907.212,0.0067731236,0.085896368,0.07885227,0.0069700629
01100,札幌市,municipality,08,50～54歳,I03,100～150万円未満,1758009,138623,10310.247,0.0058647291,0.074376161,0.07885227,0.0059584778
01100,札幌市,municipality,08,50～54歳,I04,150～200万円未満,1758009,138623,7585.2027,0.0043146552,0.054718212,0.07885227,0.0043515571
01100,札幌市,municipality,08,50～54歳,I05,200～250万円未満,1758009,138623,9092.7519,0.0051721874,0.065593386,0.07885227,0.0051919784
01100,札幌市,municipality,08,50～54歳,I06,250～300万円未満,1758009,138623,7443.5932,0.0042341042,0.053696668,0.07885227,0.0042448402
01100,札幌市,municipality,08,50～54歳,I07,300～400万円未満,1758009,138623,13291.351,0.0075604569,0.095881284,0.07885227,0.0075379398
01100,札幌市,municipality,08,50～54歳,I08,400～500万円未満,1758009,138623,13577.181,0.0077230439,0.097943203,0.07885227,0.0076552841
01100,札幌市,municipality,08,50～54歳,I09,500～600万円未満,1758009,138623,9698.0587,0.0055165011,0.069959954,0.07885227,0.0054433397
01100,札幌市,municipality,08,50～54歳,I10,600～700万円未満,1758009,138623,6528.5378,0.0037135975,0.047095632,0.07885227,0.0036524386
01100,札幌市,municipality,08,50～54歳,I11,700～800万円未満,1758009,138623,8495.8883,0.0048326763,0.061287725,0.07885227,0.004746152
01100,札幌市,municipality,08,50～54歳,I12,800～900万円未満,1758009,138623,5410.5211,0.0030776413,0.039030472,0.07885227,0.0030109077
01100,札幌市,municipality,08,50～54歳,I13,900～1000万円未満,1758009,138623,2487.6782,0.0014150543,0.017945638,0.07885227,0.0013852062
01100,札幌市,municipality,08,50～54歳,I14,1000～1250万円未満,1758009,138623,2651.0618,0.001507991,0.019124257,0.07885227,0.001468842
01100,札幌市,municipality,08,50～54歳,I15,1250～1500万円未満,1758009,138623,574.26807,0.00032665821,0.0041426608,0.07885227,0.0003168246
01100,札幌市,municipality,08,50～54歳,I16,1500万円以上,1758009,138623,835.46929,0.00047523607,0.0060269168,0.07885227,0.00045720786
01100,札幌市,municipality,09,55～59歳,I01,50万円未満（就業収入なしを含む）,1758009,129840,32898.781,0.018713659,0.2533794,0.073856277,0.018849288
01100,札幌市,municipality,09,55～59歳,I02,50～100万円未満,1758009,129840,9320.3339,0.0053016417,0.071783224,0.073856277,0.0054764592
01100,札幌市,municipality,09,55～59歳,I03,100～150万円未満,1758009,129840,8885.8336,0.005054487,0.068436796,0.073856277,0.0051354734
01100,札幌市,municipality,09,55～59歳,I04,150～200万円未満,1758009,129840,5473.7393,0.0031136014,0.042157573,0.073856277,0.0031385604
01100,札幌市,municipality,09,55～59歳,I05,200～250万円未満,1758009,129840,9941.5792,0.0056550218,0.076567924,0.073856277,0.0056770261
01100,札幌市,municipality,09,55～59歳,I06,250～300万円未満,1758009,129840,6957.7328,0.0039577345,0.053586975,0.073856277,0.0039716443
01100,札幌市,municipality,09,55～59歳,I07,300～400万円未満,1758009,129840,12490.076,0.0071046714,0.096195905,0.073856277,0.0070887169
01100,札幌市,municipality,09,55～59歳,I08,400～500万円未満,1758009,129840,10460.045,0.0059499381,0.080561035,0.073856277,0.0059085719
01100,札幌市,municipality,09,55～59歳,I09,500～600万円未満,1758009,129840,7862.7828,0.0044725498,0.060557477,0.073856277,0.0044110294
01100,札幌市,municipality,09,55～59歳,I10,600～700万円未満,1758009,129840,7009.6515,0.0039872671,0.053986841,0.073856277,0.0039172063
01100,札幌市,municipality,09,55～59歳,I11,700～800万円未満,1758009,129840,6847.8211,0.0038952139,0.052740459,0.073856277,0.0038139873
01100,札幌市,municipality,09,55～59歳,I12,800～900万円未満,1758009,129840,3847.4197,0.0021885096,0.029632006,0.073856277,0.0021396278
01100,札幌市,municipality,09,55～59歳,I13,900～1000万円未満,1758009,129840,2792.3639,0.0015883672,0.021506192,0.073856277,0.0015467428
01100,札幌市,municipality,09,55～59歳,I14,1000～1250万円未満,1758009,129840,3339.3958,0.0018995328,0.025719314,0.073856277,0.0018467146
01100,札幌市,municipality,09,55～59歳,I15,1250～1500万円未満,1758009,129840,314.55413,0.00017892635,0.0024226289,0.073856277,0.00017210518
01100,札幌市,municipality,09,55～59歳,I16,1500万円以上,1758009,129840,1397.8901,0.00079515528,0.010766252,0.073856277,0.00076312362
01100,札幌市,municipality,10,60～64歳,I01,50万円未満（就業収入なしを含む）,1758009,122072,44820.033,0.025494769,0.36716063,0.069437642,0.025622277
01100,札幌市,municipality,10,60～64歳,I02,50～100万円未満,1758009,122072,8729.1249,0.0049653471,0.071508003,0.069437642,0.0050863354
01100,札幌市,municipality,10,60～64歳,I03,100～150万円未満,1758009,122072,8348.6182,0.0047489053,0.068390935,0.069437642,0.0048000541
01100,札幌市,municipality,10,60～64歳,I04,150～200万円未満,1758009,122072,6680.6624,0.0038001298,0.05472723,0.069437642,0.0038124982
01100,札幌市,municipality,10,60～64歳,I05,200～250万円未満,1758009,122072,10978.711,0.0062449685,0.089936356,0.069437642,0.0062534512
01100,札幌市,municipality,10,60～64歳,I06,250～300万円未満,1758009,122072,8427.1793,0.0047935928,0.069034499,0.069437642,0.0047925803
01100,札幌市,municipality,10,60～64歳,I07,300～400万円未満,1758009,122072,11970.284,0.0068090004,0.09805921,0.069437642,0.0067668435
01100,札幌市,municipality,10,60～64歳,I08,400～500万円未満,1758009,122072,7393.5397,0.0042056324,0.06056704,0.069437642,0.0041572691
01100,札幌市,municipality,10,60～64歳,I09,500～600万円未満,1758009,122072,4004.1987,0.0022776895,0.032801942,0.069437642,0.0022342126
01100,札幌市,municipality,10,60～64歳,I10,600～700万円未満,1758009,122072,2630.5461,0.0014963212,0.021549136,0.069437642,0.00146661
01100,札幌市,municipality,10,60～64歳,I11,700～800万円未満,1758009,122072,1780.2293,0.0010126395,0.014583437,0.069437642,0.00098546119
01100,札幌市,municipality,10,60～64歳,I12,800～900万円未満,1758009,122072,1456.0776,0.00082825381,0.011928023,0.069437642,0.00080658043
01100,札幌市,municipality,10,60～64歳,I13,900～1000万円未満,1758009,122072,1213.2328,0.0006901175,0.0099386656,0.069437642,0.00066750181
01100,札幌市,municipality,10,60～64歳,I14,1000～1250万円未満,1758009,122072,1810.1611,0.0010296654,0.014828635,0.069437642,0.00099269382
01100,札幌市,municipality,10,60～64歳,I15,1250～1500万円未満,1758009,122072,379.2015,0.00021569941,0.0031063758,0.069437642,0.00020748004
01100,札幌市,municipality,10,60～64歳,I16,1500万円以上,1758009,122072,1450.2008,0.00082491092,0.011879881,0.069437642,0.00078579371
01100,札幌市,municipality,11,65～69歳,I01,50万円未満（就業収入なしを含む）,1758009,136920,81634.969,0.046436036,0.59622385,0.07788356,0.046616575
01100,札幌市,municipality,11,65～69歳,I02,50～100万円未満,1758009,136920,11525.843,0.0065561914,0.0841794,0.07788356,0.0066869774
01100,札幌市,municipality,11,65～69歳,I03,100～150万円未満,1758009,136920,12152.503,0.0069126509,0.088756227,0.07788356,0.0069417698
01100,札幌市,municipality,11,65～69歳,I04,150～200万円未満,1758009,136920,7141.8647,0.0040624734,0.052160858,0.07788356,0.0040478875
01100,札幌市,municipality,11,65～69歳,I05,200～250万円未満,1758009,136920,7058.6344,0.0040151299,0.051552983,0.07788356,0.0039752676
01100,札幌市,municipality,11,65～69歳,I06,250～300万円未満,1758009,136920,3610.2301,0.0020535902,0.026367441,0.07788356,0.0020199965
01100,札幌市,municipality,11,65～69歳,I07,300～400万円未満,1758009,136920,6130.7682,0.0034873361,0.04477628,0.07788356,0.0034137485
01100,札幌市,municipality,11,65～69歳,I08,400～500万円未満,1758009,136920,2194.6714,0.0012483846,0.016028859,0.07788356,0.0012111079
01100,札幌市,municipality,11,65～69歳,I09,500～600万円未満,1758009,136920,2022.7639,0.0011505993,0.014773326,0.07788356,0.0011116858
01100,札幌市,municipality,11,65～69歳,I10,600～700万円未満,1758009,136920,556.67569,0.00031665122,0.0040657004,0.07788356,0.00030508748
01100,札幌市,municipality,11,65～69歳,I11,700～800万円未満,1758009,136920,337.4552,0.00019195305,0.0024646158,0.07788356,0.00018301306
01100,札幌市,municipality,11,65～69歳,I12,800～900万円未満,1758009,136920,260.25042,0.00014803702,0.001900748,0.07788356,0.0001407129
01100,札幌市,municipality,11,65～69歳,I13,900～1000万円未満,1758009,136920,361.59901,0.00020568666,0.002640951,0.07788356,0.00019603564
01100,札幌市,municipality,11,65～69歳,I14,1000～1250万円未満,1758009,136920,576.50761,0.00032793212,0.0042105435,0.07788356,0.00031006367
01100,札幌市,municipality,11,65～69歳,I15,1250～1500万円未満,1758009,136920,515.7248,0.00029335732,0.0037666141,0.07788356,0.00027667187
01100,札幌市,municipality,11,65～69歳,I16,1500万円以上,1758009,136920,839.53927,0.00047755118,0.0061316044,0.07788356,0.00044695969
01100,札幌市,municipality,12,70～74歳,I01,50万円未満（就業収入なしを含む）,1758009,143481,108217.79,0.061557016,0.75423079,0.081615623,0.061692463
01100,札幌市,municipality,12,70～74歳,I02,50～100万円未満,1758009,143481,9637.7519,0.0054821972,0.067170928,0.081615623,0.0055652985
01100,札幌市,municipality,12,70～74歳,I03,100～150万円未満,1758009,143481,8122.0457,0.0046200251,0.056607117,0.081615623,0.0046229001
01100,札幌市,municipality,12,70～74歳,I04,150～200万円未満,1758009,143481,3936.3122,0.002239074,0.027434379,0.081615623,0.0022232076
01100,札幌市,municipality,12,70～74歳,I05,200～250万円未満,1758009,143481,4011.453,0.002281816,0.027958078,0.081615623,0.0022532003
01100,札幌市,municipality,12,70～74歳,I06,250～300万円未満,1758009,143481,2162.8497,0.0012302836,0.015074119,0.081615623,0.0012068853
01100,札幌市,municipality,12,70～74歳,I07,300～400万円未満,1758009,143481,3320.5721,0.0018888254,0.023142939,0.081615623,0.0018397178
01100,札幌市,municipality,12,70～74歳,I08,400～500万円未満,1758009,143481,1646.5338,0.00093659008,0.011475622,0.081615623,0.00090402276
01100,札幌市,municipality,12,70～74歳,I09,500～600万円未満,1758009,143481,728.5048,0.00041439196,0.0050773608,0.081615623,0.00039726006
01100,札幌市,municipality,12,70～74歳,I10,600～700万円未満,1758009,143481,234.0698,0.00013314482,0.0016313644,0.081615623,0.0001276687
01100,札幌市,municipality,12,70～74歳,I11,700～800万円未満,1758009,143481,293.32883,0.00016685286,0.002044374,0.081615623,0.00015930143
01100,札幌市,municipality,12,70～74歳,I12,800～900万円未満,1758009,143481,278.12385,0.00015820388,0.0019384019,0.081615623,0.00014965319
01100,札幌市,municipality,12,70～74歳,I13,900～1000万円未満,1758009,143481,109.10522,6.2061809e-05,0.0007604158,0.081615623,5.8218998e-05
01100,札幌市,municipality,12,70～74歳,I14,1000～1250万円未満,1758009,143481,209.96446,0.0001194331,0.0014633607,0.081615623,0.00011247857
01100,札幌市,municipality,12,70～74歳,I15,1250～1500万円未満,1758009,143481,0,0,0,0.081615623,0
01100,札幌市,municipality,12,70～74歳,I16,1500万円以上,1758009,143481,572.59604,0.00032570712,0.0039907447,0.081615623,0.00030334707
01100,札幌市,municipality,13,75歳以上,I01,50万円未満（就業収入なしを含む）,1758009,268750,251118.06,0.14284231,0.93439277,0.1528718,0.14295461
01100,札幌市,municipality,13,75歳以上,I02,50～100万円未満,1758009,268750,6217.0887,0.0035364374,0.023133353,0.1528718,0.0035814282
01100,札幌市,municipality,13,75歳以上,I03,100～150万円未満,1758009,268750,2985.6319,0.001698303,0.011109328,0.1528718,0.0016953887
01100,札幌市,municipality,13,75歳以上,I04,150～200万円未満,1758009,268750,1862.0148,0.0010591611,0.0069284271,0.1528718,0.0010456244
01100,札幌市,municipality,13,75歳以上,I05,200～250万円未満,1758009,268750,1420.4085,0.00080796432,0.0052852411,0.1528718,0.00079346254
01100,札幌市,municipality,13,75歳以上,I06,250～300万円未満,1758009,268750,926.43427,0.00052697925,0.0034471973,0.1528718,0.00051327287
01100,札幌市,municipality,13,75歳以上,I07,300～400万円未満,1758009,268750,1293.6489,0.00073586021,0.0048135772,0.1528718,0.00071249861
01100,札幌市,municipality,13,75歳以上,I08,400～500万円未満,1758009,268750,766.45771,0.00043598054,0.0028519357,0.1528718,0.00041849813
